#System architecture file: july13 nores 307
#Kepler light curve file: dummy_lc.txt
#times,fluxes,errors
352.397003,0.9999922805602856,1.0000069771154341e-05
352.4583014,0.9999911837518697,1.0000080770092851e-05
352.4787343,1.000023452770321,9.999758095107428e-06
352.4991671,1.0000001933082616,9.99999069429966e-06
352.5195999,1.000004667969535,9.999945958185947e-06
352.5604655,0.999999912274446,9.999993535397181e-06
352.5808984,0.9999805258610405,1.0000187413446159e-05
352.6013311,0.9999911515300394,1.0000081164094487e-05
352.621764,0.9999993127304965,9.999999561646691e-06
352.6421968,1.0000051288180734,9.999941411352204e-06
352.6626296,1.0000043840531443,9.99994886921092e-06
352.6830625,0.9999927666864155,1.0000065053415658e-05
352.7034953,0.9999835623457944,1.000015710923007e-05
352.7239281,1.0000078337046108,9.9999144040314e-06
352.7443609,1.000007312705513,9.999919624246283e-06
352.7647938,0.9999995896223102,9.999996864801174e-06
352.7852266,0.9999968074311517,1.0000024697109933e-05
352.8056593,1.0000117620326159,9.999875162806931e-06
352.8260922,0.9999936028957086,1.0000056763398178e-05
352.846525,0.9999807887385563,1.0000184918491568e-05
352.8669578,0.9999985986758105,1.0000006825913657e-05
352.8873907,1.000001511987865,9.999977703159991e-06
352.9282562,0.9999825687914785,1.000016715870446e-05
352.9486892,0.9999915854900895,1.0000076999810468e-05
352.969122,0.9999889247978185,1.000010361759576e-05
353.0099875,1.0000022805974011,9.999970079261403e-06
353.0304205,1.0000031157651033,9.999961738013382e-06
353.0508533,0.9999949196513901,1.0000043709636253e-05
353.071286,1.0000066273082762,9.999926643719288e-06
353.0917189,1.0000051660976101,9.99994126603606e-06
353.1121518,0.9999987268773483,1.0000005668340237e-05
353.1325845,0.9999919032029039,1.0000073916078522e-05
353.1530174,0.9999972613182297,1.0000020344790068e-05
353.1734503,0.9999981379659837,1.0000011588690835e-05
353.193883,0.9999899642081103,1.0000093337601915e-05
353.2143159,0.999996484636232,1.0000028142905069e-05
353.2347487,1.0000040930512604,9.99995206927897e-06
353.2551815,0.9999817838266408,1.000017517495175e-05
353.2756143,1.0000056020205188,9.999937000611424e-06
353.2960472,0.9999904711139633,1.0000088320607034e-05
353.31648,1.000007260372462,9.9999204382042e-06
353.3369128,1.0000007225680547,9.999985826131713e-06
353.3573456,0.9999970558054562,1.0000022504269297e-05
353.3777784,1.0000126747111597,9.999866327300572e-06
353.3982113,1.0000082743172833,9.999910340752005e-06
353.4186442,1.0000201482569542,9.999791615281762e-06
353.4390769,1.0000108849504261,9.999884255882641e-06
353.4595098,0.9999891995453779,1.0000101120244476e-05
353.4799427,1.0000030544718506,9.99996258048562e-06
353.5003754,1.0000045515247427,9.999947620569045e-06
353.5208083,0.9999911701919858,1.00000814448703e-05
353.5412411,1.0000070066100264,9.999923091007114e-06
353.5616739,1.0000190892603373,9.99980227824156e-06
353.6025396,1.0000007770202328,9.99998541789743e-06
353.6434053,0.999639716130492,1.0003597343884449e-05
353.6638381,0.9995069785969125,1.0004925862235493e-05
353.684271,0.9994413350549242,1.0005582998654747e-05
353.7047038,0.9994090288643713,1.0005906442605391e-05
353.7251366,0.999402343549551,1.0005973385787154e-05
353.7455695,0.9994051491966279,1.0005945306396715e-05
353.7660023,0.9993657329939689,1.0006339963629725e-05
353.8068678,0.999344295774178,1.0006554633605887e-05
353.8273008,0.9993265948398894,1.0006731888896756e-05
353.8477336,0.9993501380126976,1.0006496156049297e-05
353.8681664,0.9993410305855319,1.0006587360153738e-05
353.8885993,0.9993301402079707,1.0006696419295698e-05
353.9090321,0.99935335806796,1.0006463945469382e-05
353.929465,0.9993241765787148,1.000675615705459e-05
353.9498978,0.9993240592072944,1.0006757342949354e-05
353.9703306,0.9993286468511486,1.0006711415267076e-05
353.9907635,0.9993580159060531,1.0006417349419047e-05
354.0111962,0.9993685639408227,1.0006311745297332e-05
354.0316291,0.9993667247344756,1.0006330171241066e-05
354.052062,0.9993864640743226,1.0006132542243865e-05
354.0724947,0.9993883584966047,1.000611358541987e-05
354.0929277,0.9994292648826956,1.0005704048352636e-05
354.1133605,0.9994652305570981,1.000534400453782e-05
354.1337932,0.9995233425096394,1.0004762307815431e-05
354.1542262,0.9996769025512809,1.00032254901849e-05
354.1746589,0.9999884942905147,1.0000108542525639e-05
354.1950918,1.0000039247938455,9.99995424705909e-06
354.2155247,1.0000030344899067,9.999963160670808e-06
354.2359575,0.9999895198478925,1.0000098318653661e-05
354.2563903,0.9999965465237326,1.0000028061609913e-05
354.2768231,0.999992363988025,1.000006989805597e-05
354.2972561,0.9999819474138261,1.0000174077063009e-05
354.3176888,1.0000031873525326,9.999961685315602e-06
354.3381216,1.0000001404130932,9.999992165253066e-06
354.3585546,0.9999929769345968,1.0000063811153223e-05
354.3789873,0.999991513007262,1.0000078461316243e-05
354.3994202,1.000001157558896,9.999982025830749e-06
354.4198531,0.9999947969325013,1.0000045642991217e-05
354.4402859,0.9999882272759587,1.000011135131374e-05
354.4607187,0.9999905044954182,1.0000088589336978e-05
354.4811517,1.000021793701671,9.99977571201281e-06
354.5015844,1.0000089867653499,9.999903788047765e-06
354.5220172,0.9999815599336047,1.0000178069483237e-05
354.5424501,1.0000034981460098,9.999958694922965e-06
354.562883,0.9999946797746031,1.0000046889448684e-05
354.5833158,0.9999880030062442,1.0000113668956896e-05
354.6037486,0.9999912528199001,1.000008118088091e-05
354.6241816,1.0000085262573852,9.999908457294466e-06
354.6446143,1.0000165345042304,9.999828387604581e-06
354.6650472,0.9999855646674826,1.0000138095853359e-05
354.6854801,1.0000081154199392,9.999912597773692e-06
354.7059129,1.0000036861137722,9.999956901017596e-06
354.7263457,0.9999968127765849,1.0000025645048663e-05
354.7467787,0.9999971499336968,1.0000022284199389e-05
354.7672114,1.0000006500450354,9.999987293774286e-06
354.7876442,0.9999962272358522,1.0000031532724014e-05
354.8080771,0.9999871373568734,1.000012244372062e-05
354.8285099,1.0000072412422496,9.999921414615314e-06
354.8489428,1.000011689948377,9.999876939181521e-06
354.8693756,1.0000014174071847,9.999979673945129e-06
354.8898086,0.9999870525208785,1.0000123335141332e-05
354.9102413,1.0000002426168302,9.999991443355438e-06
354.9306742,1.0000064790473109,9.999929090280004e-06
354.951107,0.999995161514896,1.0000042276124718e-05
354.9715399,0.9999985552647976,1.0000008349212163e-05
354.9919727,0.9999855284170193,1.0000138630466425e-05
355.0328385,1.0000046817716175,9.999947116736865e-06
355.0532712,0.9999942168231524,1.0000051777065871e-05
355.0737041,1.0000144002508287,9.99984995544634e-06
355.1145699,1.0000006063337814,9.999987914065497e-06
355.1350026,1.0000086311101066,9.999907677897666e-06
355.1554356,1.0000014274296642,9.999979724743563e-06
355.1758684,0.9999862158348525,1.0000131853292784e-05
355.1963012,1.0000048710833487,9.99994531007257e-06
355.2167341,1.0000117337894756,9.999876695010882e-06
355.237167,1.0000049987639121,9.999944054921727e-06
355.2780326,1.00000672501538,9.999926814273897e-06
355.2984655,1.000016884947937,9.99982522823918e-06
355.3188983,1.000016268830482,9.999831400040781e-06
355.3393312,1.0000209415042276,9.999784685907748e-06
355.3597641,0.9999935808482893,1.0000058299173854e-05
355.4210627,1.000007127665996,9.999922863715469e-06
355.4414955,1.0000203576523845,9.999790578418955e-06
355.4619283,1.0000027892345331,9.99996626928512e-06
355.4823613,0.9999899542198846,1.0000094631148216e-05
355.5027941,1.0000137768824373,9.99985641641315e-06
355.5232269,0.9999938223121556,1.0000055971349584e-05
355.5436597,0.9999801503120801,1.0000192705698684e-05
355.5640927,1.0000028985317093,9.999965230650077e-06
355.5845254,1.0000149132447351,9.999845096604003e-06
355.6049583,1.0000133538248874,9.999860701230441e-06
355.6253913,0.9999970054873518,1.0000024193698954e-05
355.645824,0.9999964329944182,1.0000029929546232e-05
355.6662569,0.9999901489505114,1.0000092781679166e-05
355.6866898,1.0000275070526332,9.999719218356929e-06
355.7071227,0.9999927774735553,1.0000066517797022e-05
355.7275555,0.9999913268807347,1.0000081034842779e-05
355.7479884,0.9999837820860078,1.0000156495523284e-05
355.7684213,1.000003441608474,9.999959908799408e-06
355.788854,0.9999959648561331,1.0000034687228332e-05
355.8092869,1.000013949248755,9.9998548560932e-06
355.8297198,0.999989822982245,1.0000096128621115e-05
355.8501526,0.9999994084123093,1.0000000284254192e-05
355.8705855,0.9999947655840756,1.0000046723695563e-05
355.8910184,1.0000151552725276,9.999842839865612e-06
355.9114512,0.9999928938450481,1.0000065463143772e-05
355.931884,1.0000054037510817,9.999940374863094e-06
355.9523169,0.9999915466243688,1.0000078957400841e-05
355.9727498,0.9999900002155019,1.0000094432694365e-05
355.9931827,0.9999997512725993,9.999996932108947e-06
356.0136155,1.0000059858058508,9.999934598101862e-06
356.0340484,1.0000025279232045,9.999969187550555e-06
356.0544813,0.9999930450497961,1.0000064027590454e-05
356.074914,1.0000149935938207,9.999844554976428e-06
356.095347,1.000008493849949,9.999909561796183e-06
356.1157799,0.9999978073262354,1.0000016437247208e-05
356.1362126,1.0000059489440463,9.999935032367964e-06
356.1566456,1.00000849835815,9.999909549560184e-06
356.1770785,0.9999796251721207,1.0000198295645524e-05
356.1975112,0.9999938924020177,1.0000055630601917e-05
356.2179442,0.9999977777900594,1.000001678737747e-05
356.2383771,1.0000035150632234,9.999959425711948e-06
356.2792428,0.9999883355521353,1.0000111243906559e-05
356.2996757,1.0000005025295473,9.99998958380804e-06
356.3201085,0.9999971260191266,1.0000023359944419e-05
356.3405413,1.0000063552028144,9.999931079451012e-06
356.3609743,1.0000154474250502,9.999840170234642e-06
356.3814072,1.0000152348349425,9.99984230704647e-06
356.4018399,1.000005788631689,9.999936778022011e-06
356.4222729,0.9999926825353521,1.0000067850097796e-05
356.4427058,1.0000077760680073,9.999916925904836e-06
356.4631385,1.0000123610564957,9.999871087953675e-06
356.4835715,1.0000020414604742,9.999974293361482e-06
356.5040044,0.9999917262295956,1.0000077457249403e-05
356.5244371,0.999994288138277,1.0000051848810707e-05
356.54487,0.9999866725886528,1.0000128016712032e-05
356.565303,0.9999965779855121,1.0000028972133761e-05
356.5857359,1.000001327806407,9.999981484849642e-06
356.6061686,0.9999974391721504,1.000002038222122e-05
356.6266016,0.9999933328396828,1.0000061456907106e-05
356.6470344,1.0000145957695838,9.99984884041028e-06
356.6674673,0.999987079659505,1.0000124011914814e-05
356.6879002,1.0000041112486742,9.999953705620982e-06
356.708333,1.000009791699643,9.99989691294215e-06
356.7287659,1.0000116984740188,9.999877856631742e-06
356.7491989,1.0000063892632103,9.99993095876797e-06
356.7696316,0.9999755958571676,1.0000238909235378e-05
356.7900645,1.0000019917452507,9.999974955593855e-06
356.8104974,0.9999797121361095,1.0000197766669398e-05
356.8309303,1.0000088437927535,9.999906457941643e-06
