#System architecture file: july13 nores 784
#Kepler light curve file: dummy_lc.txt
#times,fluxes,errors
352.397003,0.9999923549852012,1.0000069771154341e-05
352.4583014,0.9999912579497446,1.0000080770092851e-05
352.4787343,1.000023526894896,9.999758095107428e-06
352.4991671,1.0000002673554018,9.99999069429966e-06
352.5195999,1.0000047419412765,9.999945958185947e-06
352.5604655,0.9999999860943204,9.999993535397181e-06
352.5808984,0.9999805996036996,1.0000187413446159e-05
352.6013311,0.9999912251976792,1.0000081164094487e-05
352.621764,0.999999386322915,9.999999561646691e-06
352.6421968,1.000005202335079,9.999941411352204e-06
352.6626296,1.0000044574942364,9.99994886921092e-06
352.6830625,0.9999928400507779,1.0000065053415658e-05
352.7034953,0.9999836356335883,1.000015710923007e-05
352.7239281,1.0000079069182706,9.9999144040314e-06
352.7443609,1.0000073858432037,9.999919624246283e-06
352.7647938,0.999999662683488,9.999996864801174e-06
352.7852266,0.9999968804161612,1.0000024697109933e-05
352.8056593,1.0000118349427336,9.999875162806931e-06
352.8260922,0.9999936757285025,1.0000056763398178e-05
352.846525,0.999980861494401,1.0000184918491568e-05
352.8669578,0.9999986713569168,1.0000006825913657e-05
352.8873907,1.000001584593131,9.999977703159991e-06
352.9282562,0.9999826412432185,1.000016715870446e-05
352.9486892,0.9999916578663806,1.0000076999810468e-05
352.969122,0.9999889970977993,1.000010361759576e-05
353.0099875,1.0000023527460606,9.999970079261403e-06
353.0304205,1.000003187837654,9.999961738013382e-06
353.0508533,0.9999949916471664,1.0000043709636253e-05
353.071286,1.0000066992286947,9.999926643719288e-06
353.0917189,1.0000052379417066,9.99994126603606e-06
353.1121518,0.9999987986447495,1.0000005668340237e-05
353.1325845,0.9999919748935682,1.0000073916078522e-05
353.1530174,0.9998867739184402,1.0001126062381174e-05
353.1734503,0.9998209402859864,1.0001784600405768e-05
353.193883,0.9997972968395868,1.000202113466437e-05
353.2143159,0.999794750680139,1.0002046616294114e-05
353.2347487,0.99979653368951,1.0002028788587606e-05
353.2551815,0.9997703550417317,1.0002290697990843e-05
353.2756143,0.9997915401360016,1.000207876401275e-05
353.2960472,0.9997746391374372,1.0002247856916166e-05
353.31648,0.9997902304250977,1.0002091885956853e-05
353.3369128,0.9997843905043448,1.0002150319666532e-05
353.3573456,0.9997812695613515,1.0002181552330451e-05
353.3777784,0.9997958819313114,1.0002035376612096e-05
353.3982113,0.9997896767966598,1.0002097463347285e-05
353.4186442,0.9998016367824223,1.0001977824377207e-05
353.4390769,0.9997926612569161,1.0002067625713159e-05
353.4595098,0.9997715079484445,1.0002279260606083e-05
353.4799427,0.9997861848524772,1.0002132436438726e-05
353.5003754,0.999788951770433,1.0002104765242012e-05
353.5208083,0.9997774640136621,1.0002219702294027e-05
353.5412411,0.9997960914985297,1.000203335783271e-05
353.5616739,0.9998123289923331,1.0001870929131371e-05
353.6025396,0.9998108227297998,1.0001886016915363e-05
353.6434053,0.9999136066048757,1.0000857914995122e-05
353.6638381,0.999999910319251,9.999994813491177e-06
353.684271,0.9999855821478971,1.0000138106959243e-05
353.7047038,0.9999871747600237,1.0000122190181036e-05
353.7251366,1.0000046804525968,9.999947141707051e-06
353.7455695,1.0000255581268065,9.999738381179857e-06
353.7660023,0.9999998912749548,9.999995052791407e-06
353.8068678,0.9999966964361362,1.0000027020842272e-05
353.8273008,0.9999848555710003,1.0000145441399925e-05
353.8477336,1.0000125245308285,9.999868761039789e-06
353.8681664,1.0000059985878365,9.999934029023015e-06
353.8885993,0.9999962980000378,1.0000031044425722e-05
353.9090321,1.0000193920526794,9.999800117470175e-06
